av|אָב
leratzef|לְרַצֵּף
ritzuf|רִיצּוּף
ritzpa|רִצְפָּה
ratzif|רָצִיף
ratzif|רָצִיף
lerotzetz|לְרוֹצֵץ
rak|רַק
lirkov|לִרְקוֹב
leherakev|לְהֵירָקֵב
rakav|רָקָב
rikavon|רִיקָּבוֹן
rakuv|רָקוּב
leharkiv|לְהַרְקִיב
lirkod|לִרְקוֹד
leraked|לְרַקֵּד
rikud|רִיקּוּד
rakdan|רַקְדָן
rakid|רָקִיד
leharkid|לְהַרְקִיד
lirkoach|לִרְקוֹחַ
lehitrakem|לְהִתְרַקֵּם
leherakem|לְהֵירָקֵם
rikma|רִקְמָה
lirkom|לִרְקוֹם
leharkia|לְהַרְקִיעַ
rakia|רָקִיעַ
mirka|מִרְקָע
lerakea|לְרַקֵּעַ
rakua|רָקוּעַ
lirkoa|לִרְקוֹעַ
raka|רַקָּה
leharshot|לְהַרְשׁוֹת
rashut|רָשׁוּת
reshut|רְשׁוּת
rishayon|רִישָּׁיוֹן
lehitrashel|לְהִתְרַשֵּׁל
leherashem|לְהֵירָשֵׁם
lehitrashem|לְהִתְרַשֵּׁם
leharshim|לְהַרְשִׁים
hitrashmut|הִתְרַשְּׁמוּת
rishmi|רִשְׁמִי
harshama|הַרְשָׁמָה
tarshim|תַּרְשִׁים
roshem|רוֹשֶׁם
reshima|רְשִׁימָה
lirshom|לִרְשׁוֹם
rashum|רָשׁוּם
leharshia|לְהַרְשִׁיעַ
rasha|רָשָׁע
resha|רֶשַׁע
rish'a|רִשְׁעָה
harsha'a|הַרְשָׁעָה
reshef|רֶשֶׁף
lirshof|לִרְשׁוֹף
lerashresh|לְרַשְׁרֵשׁ
leroshesh|לְרוֹשֵׁשׁ
leroshesh|לְרוֹשֵׁשׁ
reshet|רֶשֶׁת
lirtoach|לִרְתּוֹחַ
lehartiach|לְהַרְתִּיחַ
lehitrateach|לְהִתְרַתֵּחַ
leratot|לְרַתּוֹת
leratech|לְרַתֵּךְ
lirtom|לִרְתּוֹם
leheratem|לְהֵירָתֵם
leheratea|לְהֵירָתֵעַ
lehartia|לְהַרְתִּיעַ
martef|מַרְתֵּף
leratek|לְרַתֵּק
meratek|מְרַתֵּק
lish'ov|לִשְׁאוֹב
lehisha'ev|לְהִישָּׁאֵב
mash'av|מַשְׁאָב
lish'og|לִשְׁאוֹג
lish'ol|לִשְׁאוֹל
lehash'il|לְהַשְׁאִיל
lehisha'el|לְהִישָּׁאֵל
she'ela|שְׁאֵלָה
hash'ala|הַשְׁאָלָה
mish'al|מִשְׁאָל
she'ila|שְׁאִילָה
lish'of|לִשְׁאוֹף
lehisha'ef|לְהִישָּׁאֵף
she'ifa|שְׁאִיפָה
lehisha'er|לְהִישָּׁאֵר
lehash'ir|לְהַשְׁאִיר
she'ar|שְׁאָר
se'or|שְׂאוֹר
shevach|שֶׁבַח
lehashbiach|לְהַשְׁבִּיחַ
leshabeach|לְשַׁבֵּחַ
lehishtabeach|לְהִשְׁתַּבֵּחַ
leshabet|לְשַׁבֵּט
lehishavot|לְהִישָּׁבוֹת
lishbot|לִשְׁבּוֹת
shibolet|שִׁיבּוֹלֶת
shvil|שְׁבִיל
svi'a|שְׂבִיעָה
lisboa|לִשְׂבּוֹעַ
lehishavea|לְהִישָּׁבֵעַ
lehashbia|לְהַשְׁבִּיעַ
shvi'i|שְׁבִיעִי
shvu'a|שְׁבוּעָה
shavua|שָׁבוּעַ
lehasbia|לְהַשְׂבִּיעַ
lehishtabetz|לְהִשְׁתַּבֵּץ
mishbetzet|מִשְׁבֶּצֶת
leshabetz|לְשַׁבֵּץ
leshaber|לְשַׁבֵּר
lishbor|לִשְׁבּוֹר
lehishaver|לְהִישָּׁבֵר
mishbar|מִשְׁבָּר
mashber|מַשְׁבֵּר
shever|שֶׁבֶר
shavir|שָׁבִיר
shavur|שָׁבוּר
lehashbir|לְהַשְׁבִּיר
lehishtabesh|לְהִשְׁתַּבֵּשׁ
leshabesh|לְשַׁבֵּשׁ
lehashbit|לְהַשְׁבִּית
shvita|שְׁבִיתָה
shabat|שַׁבָּת
lishbot|לִשְׁבּוֹת
shgi'a|שְׁגִיאָה
nisgav|נִשְׂגָּב
lishgog|לִשְׁגּוֹג
lehashgiach|לְהַשְׁגִּיחַ
hashgacha|הַשְׁגָּחָה
lishgot|לִשְׁגּוֹת
shaguy|שָׁגוּי
shigayon|שִׁיגָּיוֹן
meshuga|מְשׁוּגָּע
lehishtagea|לְהִשְׁתַּגֵּעַ
leshagea|לְשַׁגֵּעַ
shiga'on|שִׁיגָּעוֹן
leshager|לְשַׁגֵּר
shagrir|שַׁגְרִיר
shagrirut|שַׁגְרִירוּת
lesagseg|לְשַׂגְשֵׂג
shod|שׁוֹד
lishdod|לִשְׁדּוֹד
lehishaded|לְהִישָּׁדֵד
sade|שָׂדֶה
leshadech|לְשַׁדֵּךְ
shadchan|שַׁדְכָן
lehishtadech|לְהִשְׁתַּדֵּךְ
leshadel|לְשַׁדֵּל
lehishtadel|לְהִשְׁתַּדֵּל
leshader|לְשַׁדֵּר
mashder|מַשְׁדֵּר
mishdar|מִשְׁדָּר
leshadreg|לְשַׁדְרֵג
lehishtadreg|לְהִשְׁתַּדְרֵג
se|שֶׂה
lishhot|לִשְׁהוֹת
lehashhot|לְהַשְׁהוֹת
lehishtahot|לְהִשְׁתַּהוֹת
hashhaya|הַשְׁהָיָה
leshahek|לְשַׁהֵק
mishva'a|מִשְׁווָאָה
hashva'a|הַשְׁווָאָה
lehashiv|לְהָשִׁיב
tshuva|תְּשׁוּבָה
mashov|מָשׁוֹב
shuv|שׁוּב
lehishtovev|לְהִשְׁתּוֹבֵב
shiva|שִׁיבָה
lashuv|לָשׁוּב
shovav|שׁוֹבָב
lasuach|לָשׂוּחַ
lashuach|לָשׁוּחַ
shita|שִׁיטָה
lashut|לָשׁוּט
leshotet|לְשׁוֹטֵט
lehashit|לְהָשִׁיט
lehishtavot|לְהִשְׁתַּוּוֹת
lishvot|לִשְׁווֹת
lehashvot|לְהַשְׁווֹת
leshavot|לְשַׁוּוֹת
shulchan|שׁוּלְחָן
shulayim|שׁוּלַייִם
leshavea|לְשַׁווֵּעַ
lashuf|לָשׁוּף
lehashvitz|לְהַשְׁווִיץ
leshavek|לְשַׁווֵּק
shuk|שׁוּק
shokolad|שׁוֹקוֹלָד
shokolada|שׁוֹקוֹלָדָה
shor|שׁוֹר
tshura|תְּשׁוּרָה
lashur|לָשׁוּר
lehishtazef|לְהִשְׁתַּזֵּף
lishzof|לִשְׁזוֹף
lishzor|לִשְׁזוֹר
leshached|לְשַׁחֵד
shochad|שׁוֹחַד
lehishtachavot|לְהִשְׁתַּחֲווֹת
lehashchiz|לְהַשְׁחִיז
leshachzer|לְשַׁחְזֵר
lishchot|לִשְׁחוֹט
lehishachet|לְהִישָּׁחֵט
lishchot|לִשְׁחוֹת
lischot|לִשְׂחוֹת
sachyan|שַׂחְייָן
mische|מִשְׂחֶה
lehishtachel|לְהִשְׁתַּחֵל
lehashchil|לְהַשְׁחִיל
shachum|שָׁחוּם
lehashchim|לְהַשְׁחִים
shachefet|שַׁחֶפֶת
shachatz|שַׁחַץ
shachtzan|שַׁחְצָן
lesachek|לְשַׂחֵק
lishchok|לִשְׁחוֹק
lehishachek|לְהִישָּׁחֵק
mischak|מִשְׂחָק
sachkan|שַׂחְקָן
shachuk|שָׁחוּק
lehashchir|לְהַשְׁחִיר
hashchara|הַשְׁחָרָה
shachor|שָׁחוֹר
shachar|שַׁחַר
leshacher|לְשַׁחֵר
lehishtachrer|לְהִשְׁתַּחְרֵר
leshachrer|לְשַׁחְרֵר
shichrur|שִׁיחְרוּר
lehishachet|לְהִישָּׁחֵת
lehashchit|לְהַשְׁחִית
leshachet|לְשַׁחֵת
lishtoach|לִשְׁטוֹחַ
shetach|שֶׁטַח
shatiach|שָׁטִיחַ
lehishtateach|לְהִשְׁתַּטֵּחַ
shatuach|שָׁטוּחַ
lehishtatot|לְהִשְׁתַּטּוֹת
leshatot|לְשַׁטּוֹת
shtut|שְׁטוּת
shote|שׁוֹטֶה
lishtof|לִשְׁטוֹף
lehishatef|לְהִישָּׁטֵף
shitafon|שִׁיטָּפוֹן
mishtar|מִשְׁטָר
shoter|שׁוֹטֵר
mishtara|מִשְׁטָרָה
leshater|לְשַׁטֵּר
shtrudel|שְׁטְרוּדֶל
seya|שֵׂיָה
lasiach|לָשִׂיחַ
lehasiach|לְהָשִׂיחַ
lesocheach|לְשׂוֹחֵחַ
sicha|שִׂיחָה
leshayet|לְשַׁייֵּט
shayat|שַׁייָּט
shiyut|שִׁיּוּט
leshayech|לְשַׁייֵּךְ
lehishtayech|לְהִשְׁתַּייֵּךְ
shayach|שַׁייָּךְ
lasim|לָשִׂים
lehasim|לְהָשִׂים
mesima|מְשִׂימָה
hasama|הֲשָׂמָה
leshayef|לְשַׁייֵּף
lashir|לָשִׁיר
leshorer|לְשׁוֹרֵר
mushar|מוּשָׁר
shir|שִׁיר
shira|שִׁירָה
lasus|לָשׂוּשׂ
shishi|שִׁישִּׁי
lehashit|לְהָשִׁית
lashit|לָשִׁית
lishkav|לִשְׁכַּב
mishkav|מִשְׁכָּב
lehashkiv|לְהַשְׁכִּיב
shichva|שִׁכְבָה
lishkoach|לִשְׁכּוֹחַ
shachiach|שָׁכִיחַ
lehishacheach|לְהִישָּׁכֵחַ
lehashkiach|לְהַשְׁכִּיחַ
lehishtakeach|לְהִשְׁתַּכֵּחַ
shchichut|שְׁכִיחוּת
lashoch|לָשׁוֹךְ
leshakech|לְשַׁכֵּךְ
lishkol|לִשְׁכּוֹל
lehaskil|לְהַשְׂכִּיל
sechel|שֵׂכֶל
shakul|שַׁכּוּל
schaltan|שְׂכַלְתָּן
leshachlel|לְשַׁכְלֵל
lehishtachlel|לְהִשְׁתַּכְלֵל
meshuchlal|מְשׁוּכְלָל
shichlul|שִׁיכְלוּל
hishtachlelut|הִשְׁתַּכְלְלוּת
lehashkim|לְהַשְׁכִּים
lishkon|לִשְׁכּוֹן
lehashkin|לְהַשְׁכִּין
lehishtaken|לְהִשְׁתַּכֵּן
shachen|שָׁכֵן
shchuna|שְׁכוּנָה
mishtaken|מִשְׁתַּכֵּן
leshaken|לְשַׁכֵּן
leshachnea|לְשַׁכְנֵעַ
lehishtachnea|לְהִשְׁתַּכְנֵעַ
leshachpel|לְשַׁכְפֵּל
liskor|לִשְׂכּוֹר
lehisacher|לְהִישָּׂכֵר
lehaskir|לְהַשְׂכִּיר
lehistaker|לְהִשְׂתַּכֵּר
maskoret|מַשְׂכּוֹרֶת
haskara|הַשְׂכָּרָה
schira|שְׂכִירָה
sachar|שָׂכָר
lehishtaker|לְהִשְׁתַּכֵּר
lehashkish|לְהַשְׁכִּישׁ
lehishtachshech|לְהִשְׁתַּכְשֵׁךְ
leshachshech|לְשַׁכְשֵׁךְ
leshachtev|לְשַׁכְתֵּב
shel|שֶׁל
leshalev|לְשַׁלֵּב
tishlovet|תִּשְׁלוֹבֶת
shalav|שָׁלָב
mishlav|מִשְׁלָב
shiluv|שִׁילּוּב
lehishtalev|לְהִשְׁתַּלֵּב
sheleg|שֶׁלֶג
mushlag|מוּשְׁלָג
ashlag|אַשְׁלָג
ashlegan|אַשְׁלְגַן
leshalhev|לְשַׁלְהֵב
shalhevet|שַׁלְהֶבֶת
lehishtalhev|לְהִשְׁתַּלְהֵב
shalva|שַׁלְווָה
shalev|שָׁלֵו
lehishaleach|לְהִישָּׁלֵחַ
lehishtaleach|לְהִשְׁתַּלֵּחַ
shaluach|שָׁלוּחַ
lishloach|לִשְׁלוֹחַ
leshaleach|לְשַׁלֵּחַ
shaliach|שָׁלִיחַ
lishlot|לִשְׁלוֹט
lehishalet|לְהִישָּׁלֵט
lehashlit|לְהַשְׁלִיט
shalit|שַׁלִּיט
shalit|שַׁלִּיט
shilton|שִׁלְטוֹן
shelet|שֶׁלֶט
lehishtalet|לְהִשְׁתַּלֵּט
lehashlit|לְהַשְׁלִיט
shalat|שַׁלָּט
leshaltet|לְשַׁלְטֵט
lishlot|לִשְׁלוֹת
lehishalot|לְהִישָּׁלוֹת
lehashlot|לְהַשְׁלוֹת
ashlaya|אַשְׁלָיָה
lehashlich|לְהַשְׁלִיךְ
hashlacha|הַשְׁלָכָה
shalechet|שַׁלֶּכֶת
lehishalel|לְהִישָּׁלֵל
lehishtolel|לְהִשְׁתּוֹלֵל
shlili|שְׁלִילִי
hishtolelut|הִשְׁתּוֹלְלוּת
lishlol|לִשְׁלוֹל
lehishtalem|לְהִשְׁתַּלֵּם
lehashlim|לְהַשְׁלִים
leshalem|לְשַׁלֵּם
lishlom|לִשְׁלוֹם
shalom|שָׁלוֹם
shalem|שָׁלֵם
tashlum|תַּשְׁלוּם
hashlama|הַשְׁלָמָה
lehishalem|לְהִישָּׁלֵם
hishtalmut|הִשְׁתַּלְּמוּת
lehishalef|לְהִישָּׁלֵף
lishlof|לִשְׁלוֹף
shlif|שְׁלִיף
lishlok|לִשְׁלוֹק
leshalesh|לְשַׁלֵּשׁ
shlishi|שְׁלִישִׁי
shlish|שְׁלִישׁ
shilshom|שִׁלְשׁוֹם
lehishtalshel|לְהִשְׁתַּלְשֵׁל
shalshelet|שַׁלְשֶׁלֶת
leshalshel|לְשַׁלְשֵׁל
sham|שָׁם
shem|שֵׁם
lehishamed|לְהִישָּׁמֵד
lehashmid|לְהַשְׁמִיד
hashmada|הַשְׁמָדָה
lehishtamed|לְהִשְׁתַּמֵּד
lismoach|לִשְׂמוֹחַ
lesameach|לְשַׂמֵּחַ
simcha|שִׂמְחָה
sameach|שָׂמֵחַ
lishmot|לִשְׁמוֹט
lehishamet|לְהִישָּׁמֵט
lehashmit|לְהַשְׁמִיט
lehishtamet|לְהִשְׁתַּמֵּט
shamay|שַׁמַּאי
shamayim|שָׁמַיִם
smicha|שְׂמִיכָה
simla|שִׂמְלָה
lehishtomem|לְהִשְׁתּוֹמֵם
lehishom|לְהִישּׁוֹם
lehashem|לְהָשֵׁם
lashom|לָשׁוֹם
lehashmin|לְהַשְׁמִין
shamen|שָׁמֵן
leshamen|לְשַׁמֵּן
lishmon|לִשְׁמוֹן
shemen|שֶׁמֶן
shamenet|שַׁמֶּנֶת
shmini|שְׁמִינִי
lishmoa|לִשְׁמוֹעַ
lehishamea|לְהִישָּׁמֵעַ
lehashmia|לְהַשְׁמִיעַ
lehishtamea|לְהִשְׁתַּמֵּעַ
mashma'uti|מַשְׁמָעוּתִי
shmu'a|שְׁמוּעָה
mishma'at|מִשְׁמַעַת
mashma|מַשְׁמָע
mashma'ut|מַשְׁמָעוּת
lehashmitz|לְהַשְׁמִיץ
lehishamer|לְהִישָּׁמֵר
leshamer|לְשַׁמֵּר
lehishtamer|לְהִשְׁתַּמֵּר
mishmeret|מִשְׁמֶרֶת
mishmar|מִשְׁמָר
shmira|שְׁמִירָה
shamur|שָׁמוּר
lishmor|לִשְׁמוֹר
shimur|שִׁימּוּר
leshamesh|לְשַׁמֵּשׁ
shamish|שָׁמִישׁ
lehishtamesh|לְהִשְׁתַּמֵּשׁ
shimushi|שִׁימּוּשִׁי
shemesh|שֵׁמֶשׁ
shimush|שִׁימּוּשׁ
tashmish|תַּשְׁמִישׁ
lehasni|לְהַשְׂנִיא
lisno|לִשְׂנוֹא
sin'a|שִׂנְאָה
shana|שָׁנָה
shenhabi|שֶׁנְהַבִּי
shenhav|שֶׁנְהָב
shanhevet|שַׁנְהֶבֶת
shinuy|שִׁינּוּי
leshanot|לְשַׁנּוֹת
lehishtanot|לְהִשְׁתַּנּוֹת
tashnit|תַּשְׁנִית
lishnot|לִשְׁנוֹת
lehishanot|לְהִישָּׁנוֹת
shoni|שׁוֹנִי
sheni|שֵׁנִי
meshune|מְשׁוּנֶּה
leshanen|לְשַׁנֵּן
shen|שֵׁן
leshanea|לְשַׁנֵּעַ
lehishtanek|לְהִשְׁתַּנֵּק
lehishanek|לְהִישָּׁנֵק
leshanek|לְשַׁנֵּק
leshasot|לְשַׁסּוֹת
leshasea|לְשַׁסֵּעַ
lishsoa|לִשְׁסוֹעַ
leshasef|לְשַׁסֵּף
lehishta'abed|לְהִשְׁתַּעְבֵּד
hishta'abdut|הִשְׁתַּעְבְּדוּת
lesha'abed|לְשַׁעְבֵּד
shi'abud|שִׁיעְבּוּד
lish'ot|לִשְׁעוֹט
lish'ot|לִשְׁעוֹת
lehash'ot|לְהַשְׁעוֹת
sha'on|שָׁעוֹן
sha'a|שָׁעָה
lehishta'el|לְהִשְׁתַּעֵל
mish'ol|מִשְׁעוֹל
lesha'amem|לְשַׁעְמֵם
lehishta'amem|לְהִשְׁתַּעְמֵם
meshu'amam|מְשׁוּעְמָם
mesha'amem|מְשַׁעְמֵם
lehash'in|לְהַשְׁעִין
lehisha'en|לְהִישָּׁעֵן
lesha'er|לְשַׁעֵר
shi'ur|שִׁיעוּר
sha'ar|שַׁעַר
sho'er|שׁוֹעֵר
se'ar|שֵׂיעָר
sa'ara|שַׂעֲרָה
sa'ir|שָׂעִיר
lehas'ir|לְהַשְׂעִיר
lesha'ashea|לְשַׁעְשֵׁעַ
lehishta'ashea|לְהִשְׁתַּעְשֵׁעַ
sha'ashua|שַׁעְשׁוּעַ
lesha'atek|לְשַׁעְתֵּק
mishpacha|מִשְׁפָּחָה
lishpot|לִשְׁפּוֹט
lehishafet|לְהִישָּׁפֵט
shiput|שִׁיפּוּט
mishpat|מִשְׁפָּט
mishpati|מִשְׁפָּטִי
shafuy|שָׁפוּי
safa|שָׂפָה
safa|שָׂפָה
lehishafech|לְהִישָּׁפֵךְ
shafuch|שָׁפוּךְ
lehishtapech|לְהִשְׁתַּפֵּךְ
lishpoch|לִשְׁפּוֹךְ
lishpol|לִשְׁפּוֹל
lehashpil|לְהַשְׁפִּיל
hashpala|הַשְׁפָּלָה
lehishtapel|לְהִשְׁתַּפֵּל
safam|שָׂפָם
mesupam|מְשׂוּפָּם
shafan|שָׁפָן
lehishtafen|לְהִשְׁתַּפֵן
lishpoa|לִשְׁפּוֹעַ
lehashpia|לְהַשְׁפִּיעַ
hashpa'a|הַשְׁפָּעָה
shefa|שֶׁפַע
shif'a|שִׁפְעָה
shapa'at|שַׁפַּעַת
leshapea|לְשַׁפֵּעַ
shipua|שִׁיפּוּעַ
meshupa|מְשׁוּפָּע
leshaf'el|לְשַׁפְעֵל
lehishtaf'el|לְהִשְׁתַּפְעֵל
leshapetz|לְשַׁפֵּץ
shiputz|שִׁיפּוּץ
shipur|שִׁיפּוּר
leshaper|לְשַׁפֵּר
lehishtaper|לְהִשְׁתַּפֵּר
lehashpritz|לְהַשְׁפְּרִיץ
leshafshef|לְשַׁפְשֵׁף
lehishtafshef|לְהִשְׁתַּפְשֵׁף
lishpot|לִשְׁפּוֹת
sak|שַׂק
lishkod|לִשְׁקוֹד
sheket|שֶׁקֶט
lehashkit|לְהַשְׁקִיט
shaket|שָׁקֵט
lishkot|לִשְׁקוֹט
lehashkot|לְהַשְׁקוֹת
hashkaya|הַשְׁקָיָה
mashke|מַשְׁקֶה
sakit|שַׂקִּית
lehishakel|לְהִישָּׁקֵל
shekel|שֶׁקֶל
mishkal|מִשְׁקָל
shikul|שִׁיקּוּל
shkila|שְׁקִילָה
lishkol|לִשְׁקוֹל
leshaklel|לְשַׁקְלֵל
shiklul|שִׁיקְלוּל
leshakem|לְשַׁקֵּם
lehishtakem|לְהִשְׁתַּקֵּם
shikum|שִׁיקּוּם
lishkoa|לִשְׁקוֹעַ
lehashkia|לְהַשְׁקִיעַ
sheka|שֶׁקַע
hashka'a|הַשְׁקָעָה
lehishtakea|לְהִשְׁתַּקֵּעַ
lehishakef|לְהִישָּׁקֵף
leshakef|לְשַׁקֵּף
lehishtakef|לְהִשְׁתַּקֵּף
lehashkif|לְהַשְׁקִיף
shekef|שֶׁקֶף
shkufit|שְׁקוּפִית
hashkafa|הַשְׁקָפָה
shikuf|שִׁיקּוּף
shakuf|שָׁקוּף
mishkafayim|מִשְׁקָפַייִם
shikutz|שִׁיקּוּץ
lashok|לָשׁוֹק
lehishtokek|לְהִשְׁתּוֹקֵק
leshaker|לְשַׁקֵּר
shakran|שַׁקְרָן
sheker|שֶׁקֶר
leshakshek|לְשַׁקְשֵׁק
hashra'a|הַשְׁרָאָה
lesharbev|לְשַׁרְבֵּב
lehishtarbev|לְהִשְׁתַּרְבֵּב
lesharbet|לְשַׁרְבֵּט
sharvit|שַׁרְבִיט
lehistareg|לְהִשְׂתָּרֵג
lisrod|לִשְׂרוֹד
hisardut|הִישָּׂרְדוּת
misrad|מִשְׂרָד
lisrot|לִשְׂרוֹט
lehisaret|לְהִישָּׂרֵט
lesartet|לְשַׂרְטֵט
sirtut|שִׂירְטוּט
lehashrot|לְהַשְׁרוֹת
misra|מִשְׂרָה
lishrot|לִשְׁרוֹת
lisrot|לִשְׂרוֹת
lesharyen|לְשַׁרְייֵן
sroch|שְׂרוֹךְ
lisroch|לִשְׂרוֹךְ
sroch|שְׂרוֹךְ
saruch|שָׂרוּךְ
lehistarech|לְהִשְׂתָּרֵךְ
lehistarea|לְהִשְׂתָּרֵעַ
lisrof|לִשְׂרוֹף
lehisaref|לְהִישָּׂרֵף
srefa|שְׂרֵיפָה
saraf|שָׂרָף
lishrotz|לִשְׁרוֹץ
lishrok|לִשְׁרוֹק
lisror|לִשְׂרוֹר
lehistarer|לְהִשְׂתָּרֵר
sar|שָׂר
lehishtaresh|לְהִשְׁתָּרֵשׁ
lehashrish|לְהַשְׁרִישׁ
lesharsher|לְשַׁרְשֵׁר
sharsheret|שַׁרְשֶׁרֶת
lesharet|לְשָׁרֵת
sherut|שֵׁירוּת
lishtot|לִשְׁתּוֹת
shatyan|שַׁתְייָן
shtiya|שְׁתִיָּה
lehishatot|לְהִישָּׁתוֹת
lishtol|לִשְׁתּוֹל
lehishatel|לְהִישָּׁתֵל
lehashtil|לְהַשְׁתִּיל
mashten|מַשְׁתֵּן
lehashtin|לְהַשְׁתִּין
sheten|שֶׁתֶן
leshatef|לְשַׁתֵּף
lehishtatef|לְהִשְׁתַּתֵּף
shituf|שִׁיתּוּף
meshutaf|מְשׁוּתָּף
lishtok|לִשְׁתּוֹק
leshatek|לְשַׁתֵּק
lehashtik|לְהַשְׁתִּיק
lehishtatek|לְהִשְׁתַּתֵּק
shtika|שְׁתִיקָה
lishtot|לִשְׁתּוֹת
lehashtit|לְהַשְׁתִּית
lit'ov|לִתְאוֹב
te'avon|תֵּיאָבוֹן
lit'om|לִתְאוֹם
leta'em|לְתָאֵם
lehat'im|לְהַתְאִים
hat'ama|הַתְאָמָה
te'om|תְּאוֹם
te'um|תֵּיאוּם
leta'er|לְתָאֵר
te'ur|תֵּיאוּר
to'ar|תּוֹאַר
leta'arech|לְתַאֲרֵךְ
letabel|לְתַבֵּל
tavlin|תַּבְלִין
tevel|תֵּבֵל
tevel|תֶּבֶל
litboa|לִתְבּוֹעַ
lehitavea|לְהִיתָּבֵעַ
tvi'a|תְּבִיעָה
tovea|תּוֹבֵעַ
letagber|לְתַגְבֵּר
letagmel|לְתַגְמֵל
letadlek|לְתַדְלֵק
teder|תֶּדֶר
letadrech|לְתַדְרֵךְ
lithot|לִתְהוֹת
tehiya|תְּהִיָּה
mitve|מִתְווֶה
tvay|תְּווַאי
lehatvot|לְהַתְווֹת
letavech|לְתַווֵּךְ
tivuch|תִּיוּוּךְ
tavech|תָּווֶךְ
latur|לָתוּר
tor|תּוֹר
tushiya|תּוּשִׁייָּה
letazmen|לְתַזְמֵן
tizmun|תִּיזְמוּן
litchov|לִתְחוֹב
lehitachev|לְהִיתָּחֵב
letachzek|לְתַחְזֵק
metuchkam|מְתוּחְכָּם
lehatchil|לְהַתְחִיל
hatchala|הַתְחָלָה
litchom|לִתְחוֹם
letachem|לְתַחֵם
mitcham|מִתְחָם
tchum|תְּחוּם
letachmen|לְתַחְמֵן
letachker|לְתַחְקֵר
tachat|תַּחַת
letayeg|לְתַייֵּג
tik|תִּיק
letayek|לְתַייֵּק
tikiya|תִּיקִייָּה
teko|תֵּיקוֹ
letayer|לְתַייֵּר
tayar|תַּייָּר
tayish|תַּיִשׁ
letaken|לְתַכֵּן
lehitachen|לְהִיתָּכֵן
tochna|תּוֹכְנָה
techen|תֶּכֶן
tochen|תּוֹכֶן
tochnit|תּוֹכְנִית
matkon|מַתְכּוֹן
litkon|לִתְכּוֹן
letachnen|לְתַכְנֵן
letachnet|לְתַכְנֵת
metachnet|מְתַכְנֵת
tichnut|תִּיכְנוּת
tchufot|תְּכוּפוֹת
tachuf|תָּכוּף
litkof|לִתְכּוֹף
litlot|לִתְלוֹת
lehitalot|לְהִיתָּלוֹת
lehatlot|לְהַתְלוֹת
tilyon|תִּלְיוֹן
tlut|תְּלוּת
taluy|תָּלוּי
litlosh|לִתְלוֹשׁ
lehitalesh|לְהִיתָּלֵשׁ
lehatmid|לְהַתְמִיד
matmid|מַתְמִיד
litmoah|לִתְמוֹהַּ
lehatmiah|לְהַתְמִיהַּ
letamcher|לְתַמְחֵר
tamid|תָּמִיד
lehitamech|לְהִיתָּמֵךְ
tmicha|תְּמִיכָה
litmoch|לִתְמוֹךְ
latom|לָתוֹם
tamim|תָּמִים
lehitamem|לְהִיתַּמֵּם
tam|תָּם
letamtzet|לְתַמְצֵת
lehitamer|לְהִיתַּמֵּר
letamren|לְתַמְרֵן
tnay|תְּנַאי
lehatnot|לְהַתְנוֹת
letanot|לְתַנּוֹת
tinyani|תִּנְייָנִי
lehatnia|לְהַתְנִיעַ
letaskel|לְתַסְכֵּל
tiskul|תִּיסְכּוּל
litsos|לִתְסוֹס
lehatsis|לְהַתְסִיס
leta'ev|לְתַעֵב
lehita'ev|לְהִיתָּעֵב
leta'ed|לְתַעֵד
ti'ud|תִּיעוּד
lit'ot|לִתְעוֹת
lehat'ot|לְהַתְעוֹת
leta'es|לְתַעֵשׂ
leta'atea|לְתַעְתֵּעַ
tapuz|תַּפּוּז
tficha|תְּפִיחָה
litpoach|לִתְפּוֹחַ
lehatpiach|לְהַתְפִּיחַ
lehatpil|לְהַתְפִּיל
tafel|תָּפֵל
hatpala|הַתְפָּלָה
litpos|לִתְפּוֹשׂ
lehitafes|לְהִיתָּפֵשׂ
tfisa|תְּפִיסָה
tafus|תָּפוּס
tif'uli|תִּיפְעוּלִי
tif'ul|תִּיפְעוּל
letaf'el|לְתַפְעֵל
letofef|לְתוֹפֵף
tof|תּוֹף
letafked|לְתַפְקֵד
tafur|תָּפוּר
litpor|לִתְפּוֹר
tfira|תְּפִירָה
tefer|תֶּפֶר
mitpara|מִתְפָּרָה
tfisa|תְּפִישָׂה
lehitakel|לְהִיתָּקֵל
lehatkil|לְהַתְקִיל
letaken|לְתַקֵּן
lehatkin|לְהַתְקִין
lehitaken|לְהִיתַּקֵּן
teken|תֶּקֶן
takin|תַּקִּין
hatkana|הַתְקָנָה
letaknen|לְתַקְנֵן
teka|תֶּקַע
litkoa|לִתְקוֹעַ
lehitakea|לְהִיתָּקֵעַ
tikuf|תִּיקּוּף
takef|תָּקֵף
lehatkif|לְהַתְקִיף
mitkafa|מִתְקָפָה
litkof|לִתְקוֹף
lehitakef|לְהִיתָּקֵף
tokef|תּוֹקֶף
hetkef|הֶתְקֵף
letakef|לְתַקֵּף
letaktzev|לְתַקְצֵב
tikshur|תִּיקְשׁוּר
letaksher|לְתַקְשֵׁר
tiktuk|תִּיקְתּוּק
letaktek|לְתַקְתֵּק
letargel|לְתַרְגֵּל
tirgul|תִּירְגּוּל
tirgum|תִּירְגּוּם
letargem|לְתַרְגֵּם
targum|תַּרְגּוּם
meturgeman|מְתוּרְגְּמָן
metargem|מְתַרְגֵּם
turgeman|תּוּרְגְּמָן
